"rgn_id","product","year","tonnes_rel"
1,"corals",1994,0.910295378380485
2,"corals",1994,0.910295378380485
6,"corals",1994,0.910295378380485
1,"corals",1995,0.874444704231938
2,"corals",1995,0.874444704231938
6,"corals",1995,0.874444704231938
1,"corals",1996,0.692073883563245
2,"corals",1996,0.692073883563245
6,"corals",1996,0.692073883563245
1,"corals",1997,0.593874210895488
2,"corals",1997,0.593874210895488
6,"corals",1997,0.593874210895488
1,"corals",1998,0.27589431844751
2,"corals",1998,0.27589431844751
6,"corals",1998,0.27589431844751
1,"corals",1999,0.107552022445639
2,"corals",1999,0.107552022445639
6,"corals",1999,0.107552022445639
1,"corals",2000,0.0841711480009352
2,"corals",2000,0.0841711480009352
6,"corals",2000,0.0841711480009352
1,"corals",2001,0.0420855740004676
2,"corals",2001,0.0420855740004676
6,"corals",2001,0.0420855740004676
1,"corals",2002,0.0654664484451719
2,"corals",2002,0.0654664484451719
6,"corals",2002,0.0654664484451719
1,"corals",2003,0.0420855740004676
2,"corals",2003,0.0420855740004676
6,"corals",2003,0.0420855740004676
1,"corals",2004,0.0374093991115268
2,"corals",2004,0.0374093991115268
6,"corals",2004,0.0374093991115268
1,"corals",2005,1
2,"corals",2005,1
6,"corals",2005,1
1,"corals",2006,1
2,"corals",2006,1
6,"corals",2006,1
1,"corals",2007,1
2,"corals",2007,1
6,"corals",2007,1
1,"corals",2008,1
2,"corals",2008,1
6,"corals",2008,1
1,"corals",2009,0.0187046995557634
2,"corals",2009,0.0187046995557634
6,"corals",2009,0.0187046995557634
1,"corals",2010,0
2,"corals",2010,0
6,"corals",2010,0
1,"corals",2011,0
2,"corals",2011,0
6,"corals",2011,0
1,"fish_oil",1976,0.838463917607531
2,"fish_oil",1976,0.838463917607531
6,"fish_oil",1976,0.838463917607531
1,"fish_oil",1977,0.747805237822077
2,"fish_oil",1977,0.747805237822077
6,"fish_oil",1977,0.747805237822077
1,"fish_oil",1978,0.595024412681377
2,"fish_oil",1978,0.595024412681377
6,"fish_oil",1978,0.595024412681377
1,"fish_oil",1979,0.416350548657501
2,"fish_oil",1979,0.416350548657501
6,"fish_oil",1979,0.416350548657501
1,"fish_oil",1980,0.118957299616429
2,"fish_oil",1980,0.118957299616429
6,"fish_oil",1980,0.118957299616429
1,"fish_oil",1981,0
2,"fish_oil",1981,0
6,"fish_oil",1981,0
1,"fish_oil",1982,0
2,"fish_oil",1982,0
6,"fish_oil",1982,0
1,"fish_oil",1983,0.216422980435489
2,"fish_oil",1983,0.216422980435489
6,"fish_oil",1983,0.216422980435489
1,"fish_oil",1984,0.502634243312617
2,"fish_oil",1984,0.502634243312617
6,"fish_oil",1984,0.502634243312617
1,"fish_oil",1985,0.502634243312617
2,"fish_oil",1985,0.502634243312617
6,"fish_oil",1985,0.502634243312617
1,"fish_oil",1986,0.502634243312617
2,"fish_oil",1986,0.502634243312617
6,"fish_oil",1986,0.502634243312617
1,"fish_oil",1987,0.286211262877128
2,"fish_oil",1987,0.286211262877128
6,"fish_oil",1987,0.286211262877128
1,"fish_oil",1988,0
2,"fish_oil",1988,0
6,"fish_oil",1988,0
1,"fish_oil",1989,0
2,"fish_oil",1989,0
6,"fish_oil",1989,0
1,"fish_oil",1990,0
2,"fish_oil",1990,0
6,"fish_oil",1990,0
1,"fish_oil",1991,0
2,"fish_oil",1991,0
6,"fish_oil",1991,0
1,"fish_oil",1992,0.00118957299616429
2,"fish_oil",1992,0.00118957299616429
6,"fish_oil",1992,0.00118957299616429
1,"fish_oil",1993,0.00198262166027381
2,"fish_oil",1993,0.00198262166027381
6,"fish_oil",1993,0.00198262166027381
1,"fish_oil",1994,0.0147903575856426
2,"fish_oil",1994,0.0147903575856426
6,"fish_oil",1994,0.0147903575856426
1,"fish_oil",1995,0.150282721848755
2,"fish_oil",1995,0.150282721848755
6,"fish_oil",1995,0.150282721848755
1,"fish_oil",1996,0.149093148852591
2,"fish_oil",1996,0.149093148852591
6,"fish_oil",1996,0.149093148852591
1,"fish_oil",1997,0.161702622611932
2,"fish_oil",1997,0.161702622611932
6,"fish_oil",1997,0.161702622611932
1,"fish_oil",1998,0.164914469701576
2,"fish_oil",1998,0.164914469701576
6,"fish_oil",1998,0.164914469701576
1,"fish_oil",1999,0.203298025044477
2,"fish_oil",1999,0.203298025044477
6,"fish_oil",1999,0.203298025044477
1,"fish_oil",2000,0.226256783870448
2,"fish_oil",2000,0.226256783870448
6,"fish_oil",2000,0.226256783870448
1,"fish_oil",2001,0.441767758342211
2,"fish_oil",2001,0.441767758342211
6,"fish_oil",2001,0.441767758342211
1,"fish_oil",2002,0.844398565110617
2,"fish_oil",2002,0.844398565110617
6,"fish_oil",2002,0.844398565110617
1,"fish_oil",2003,1
2,"fish_oil",2003,1
6,"fish_oil",2003,1
1,"fish_oil",2004,1
2,"fish_oil",2004,1
6,"fish_oil",2004,1
1,"fish_oil",2005,1
2,"fish_oil",2005,1
6,"fish_oil",2005,1
1,"fish_oil",2006,1
2,"fish_oil",2006,1
6,"fish_oil",2006,1
1,"fish_oil",2007,1
2,"fish_oil",2007,1
6,"fish_oil",2007,1
1,"fish_oil",2008,1
2,"fish_oil",2008,1
6,"fish_oil",2008,1
1,"fish_oil",2009,1
2,"fish_oil",2009,1
6,"fish_oil",2009,1
1,"fish_oil",2010,1
2,"fish_oil",2010,1
6,"fish_oil",2010,1
1,"fish_oil",2011,1
2,"fish_oil",2011,1
6,"fish_oil",2011,1
1,"ornamentals",1976,0.0404193507641783
2,"ornamentals",1976,0.0404193507641783
6,"ornamentals",1976,0.0404193507641783
1,"ornamentals",1977,0.0378931413414172
2,"ornamentals",1977,0.0378931413414172
6,"ornamentals",1977,0.0378931413414172
1,"ornamentals",1978,0.0378931413414172
2,"ornamentals",1978,0.0378931413414172
6,"ornamentals",1978,0.0378931413414172
1,"ornamentals",1979,0.0303145130731338
2,"ornamentals",1979,0.0303145130731338
6,"ornamentals",1979,0.0303145130731338
1,"ornamentals",1980,0.0303145130731338
2,"ornamentals",1980,0.0303145130731338
6,"ornamentals",1980,0.0303145130731338
1,"ornamentals",1981,0.0227358848048503
2,"ornamentals",1981,0.0227358848048503
6,"ornamentals",1981,0.0227358848048503
1,"ornamentals",1982,0.0227358848048503
2,"ornamentals",1982,0.0227358848048503
6,"ornamentals",1982,0.0227358848048503
1,"ornamentals",1983,0.113679424024252
2,"ornamentals",1983,0.113679424024252
6,"ornamentals",1983,0.113679424024252
1,"ornamentals",1984,0.106100795755968
2,"ornamentals",1984,0.106100795755968
6,"ornamentals",1984,0.106100795755968
1,"ornamentals",1985,0.106100795755968
2,"ornamentals",1985,0.106100795755968
6,"ornamentals",1985,0.106100795755968
1,"ornamentals",1986,0.189465706707086
2,"ornamentals",1986,0.189465706707086
6,"ornamentals",1986,0.189465706707086
1,"ornamentals",1987,0.257673361121637
2,"ornamentals",1987,0.257673361121637
6,"ornamentals",1987,0.257673361121637
1,"ornamentals",1988,0.538082607048124
2,"ornamentals",1988,0.538082607048124
6,"ornamentals",1988,0.538082607048124
1,"ornamentals",1989,0.765441455096627
2,"ornamentals",1989,0.765441455096627
6,"ornamentals",1989,0.765441455096627
1,"ornamentals",1990,0.818491852974611
2,"ornamentals",1990,0.818491852974611
6,"ornamentals",1990,0.818491852974611
1,"ornamentals",1991,0.826070481242895
2,"ornamentals",1991,0.826070481242895
6,"ornamentals",1991,0.826070481242895
1,"ornamentals",1992,0.757862826828344
2,"ornamentals",1992,0.757862826828344
6,"ornamentals",1992,0.757862826828344
1,"ornamentals",1993,0.773020083364911
2,"ornamentals",1993,0.773020083364911
6,"ornamentals",1993,0.773020083364911
1,"ornamentals",1994,0.954907161803713
2,"ornamentals",1994,0.954907161803713
6,"ornamentals",1994,0.954907161803713
1,"ornamentals",1995,1
2,"ornamentals",1995,1
6,"ornamentals",1995,1
1,"ornamentals",1996,1
2,"ornamentals",1996,1
6,"ornamentals",1996,1
1,"ornamentals",1997,1
2,"ornamentals",1997,1
6,"ornamentals",1997,1
1,"ornamentals",1998,1
2,"ornamentals",1998,1
6,"ornamentals",1998,1
1,"ornamentals",1999,1
2,"ornamentals",1999,1
6,"ornamentals",1999,1
1,"ornamentals",2000,1
2,"ornamentals",2000,1
6,"ornamentals",2000,1
1,"ornamentals",2001,1
2,"ornamentals",2001,1
6,"ornamentals",2001,1
1,"ornamentals",2002,1
2,"ornamentals",2002,1
6,"ornamentals",2002,1
1,"ornamentals",2003,0.992800303145131
2,"ornamentals",2003,0.992800303145131
6,"ornamentals",2003,0.992800303145131
1,"ornamentals",2004,0.719969685486927
2,"ornamentals",2004,0.719969685486927
6,"ornamentals",2004,0.719969685486927
1,"ornamentals",2005,0.378931413414172
2,"ornamentals",2005,0.378931413414172
6,"ornamentals",2005,0.378931413414172
1,"ornamentals",2006,0.371352785145889
2,"ornamentals",2006,0.371352785145889
6,"ornamentals",2006,0.371352785145889
1,"ornamentals",2007,0.363774156877605
2,"ornamentals",2007,0.363774156877605
6,"ornamentals",2007,0.363774156877605
1,"ornamentals",2008,0.348616900341038
2,"ornamentals",2008,0.348616900341038
6,"ornamentals",2008,0.348616900341038
1,"ornamentals",2009,0.416824554755589
2,"ornamentals",2009,0.416824554755589
6,"ornamentals",2009,0.416824554755589
1,"ornamentals",2010,0.495137046861185
2,"ornamentals",2010,0.495137046861185
6,"ornamentals",2010,0.495137046861185
1,"ornamentals",2011,0.591133004926108
2,"ornamentals",2011,0.591133004926108
6,"ornamentals",2011,0.591133004926108
1,"seaweeds",1997,0.212868892114175
2,"seaweeds",1997,0.212868892114175
6,"seaweeds",1997,0.212868892114175
1,"seaweeds",1998,0.290275761973875
2,"seaweeds",1998,0.290275761973875
6,"seaweeds",1998,0.290275761973875
1,"seaweeds",1999,0.333817126269956
2,"seaweeds",1999,0.333817126269956
6,"seaweeds",1999,0.333817126269956
1,"seaweeds",2000,0.406386066763425
2,"seaweeds",2000,0.406386066763425
6,"seaweeds",2000,0.406386066763425
1,"seaweeds",2001,0.391872278664731
2,"seaweeds",2001,0.391872278664731
6,"seaweeds",2001,0.391872278664731
1,"seaweeds",2002,0.34833091436865
2,"seaweeds",2002,0.34833091436865
6,"seaweeds",2002,0.34833091436865
1,"seaweeds",2003,0.362844702467344
2,"seaweeds",2003,0.362844702467344
6,"seaweeds",2003,0.362844702467344
1,"seaweeds",2004,0.493468795355588
2,"seaweeds",2004,0.493468795355588
6,"seaweeds",2004,0.493468795355588
1,"seaweeds",2005,0.725689404934688
2,"seaweeds",2005,0.725689404934688
6,"seaweeds",2005,0.725689404934688
1,"seaweeds",2006,0.986937590711175
2,"seaweeds",2006,0.986937590711175
6,"seaweeds",2006,0.986937590711175
1,"seaweeds",2007,1
2,"seaweeds",2007,1
6,"seaweeds",2007,1
1,"seaweeds",2008,1
2,"seaweeds",2008,1
6,"seaweeds",2008,1
1,"seaweeds",2009,1
2,"seaweeds",2009,1
6,"seaweeds",2009,1
1,"seaweeds",2010,1
2,"seaweeds",2010,1
6,"seaweeds",2010,1
1,"seaweeds",2011,1
2,"seaweeds",2011,1
6,"seaweeds",2011,1
